Unnamed: 0,shoporder,Model,Assembly Error,Blade Does Not Pass Front Stop,Clips Out of Specification,Contamination,Continuity Fail,Cosmetic Defect,"Cracks, Splits, or Chips",Damaged Assembly After Slider Press,Damaged Harness Cable,Defective Components,Device Key Not Reading Device,Discolored Component,Engineering Instruction,Engineering Sample,Exposed Wire (Dynamic),Exposed Wire (Static),Faded Logo,Failed Trigger Gauge,Failure to Unlock Trigger,Front Stops Not Touching,Front and Middle Stops Not Touching,Fuse Switch,High Jaw Force,High Jaw Gap,Incorrect Configuration,Incorrect Insulation Orientation,Incorrect/Missing Weld,Insufficient Adhesive,Insulation Damage,Jaw Isolation,Jaw Short,Loose Knob Collar,Low Jaw Force,Low Jaw Gap,Material Overissue,Material Underissue,Middle Stops Not Touching,Open Handle,Partial Pack,Particulate Matter,Program Verification Fail,Pull Test Samples,Rough Blade,Rough Jaw Actuation,Rough Knob Rotation,Rough Rotation Shaft Rotation,Scratched Logo,Scratches,Setup Scrap,Squeaky Blade,Squeaky Knob,Stuck Blade,Test Samples(Gamma Audit),Trigger Retraction,Vertical Misalignment,Wire Exposure
264,1497696,EB215,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1497697,EB215,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,0,3,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
270,1496816,EB215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
272,1500204,EB215,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
273,1497233,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1500737,EB215,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,2,0,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0
279,1500740,EB215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,1501099,EB215,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
284,1501430,EB215,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,1,1,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,15,0,0,0,1
286,1501431,EB215,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,0,0,0,3,0,2,0,7,12,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0
291,1491190,EB215,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
292,1501432,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,4,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
297,1502850,EB215,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,5,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
298,1501433,EB215,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1502340,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1503814,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1502855,EB215,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
304,1505365,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1501434,EB215,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,1505643,EB215,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0
310,1503940,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1505194,EB215,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
313,1506357,EB215,0,0,0,0,2,0,0,0,5,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
317,1505644,EB215,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,2,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
321,1504071,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1507997,EB215,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,3,0,0,0,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,1507996,EB215,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,2,0,4,9,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
327,1508007,EB215,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328,1508005,EB215,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
329,1508008,EB215,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333,1508115,EB215,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
336,1510780,EB215,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0
339,1438191,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1438140,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1437081,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1438193,EB215,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,109,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
347,1437089,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1438194,EB215,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,130,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
352,1438195,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,1438196,EB215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,155,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
355,1439501,EB215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,108,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
356,1438199,EB215,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,1438197,EB215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,1439498,EB215,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
359,1439502,EB215,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1439503,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,1439504,EB215,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,1441293,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
370,1439505,EB215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,100,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0
372,1438187,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1440173,EB215,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,2,10,0,0,0,0,2,191,0,0,0,1,3,0,0,0,0,0,0,5,0,0,0,0
377,1442250,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,195,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0
382,1442252,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,1,0,0,0,0,5,382,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0
384,1430639,EB215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,4,193,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
387,1442978,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,7,0,0,0,0,0,2,291,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
391,1443103,EB215,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1442977,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,2,93,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
396,1443104,EB215,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
401,1442979,EB215,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1442981,EB215,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,165,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
408,1442982,EB215,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
409,1442983,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
411,1444890,EB215,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,146,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
413,1444891,EB215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
414,1444892,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,1444893,EB215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,1444894,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,1445272,EB215,0,2,0,0,5,0,0,0,38,0,0,0,0,600,0,0,0,0,0,6,0,1,2,29,5,8,0,0,0,0,36,1,232,94,0,0,1,0,0,200,0,0,0,2,4,0,6,0,0,0,0,59,0,0,0,0
423,1438189,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1444895,EB215,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1445215,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1445217,EB215,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,2,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1445218,EB215,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,3,218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,1448232,EB215,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1448233,EB215,0,0,0,0,0,0,0,0,3,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439,1448234,EB215,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1448235,EB215,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,9,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
445,1448236,EB215,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,134,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
446,1449478,EB215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,186,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0
450,1449485,EB215,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11,15,0,0,0,90,0,3,0,1,58,0,0,0,0,0,98,0,0,0,1,1,0,1,0,0,0,0,9,0,0,0,0
451,1449483,EB215,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,22,0,0,0,4,0,2,0,6,33,0,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
453,1449487,EB215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,3,188,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0
455,1449490,EB215,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,1449488,EB215,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,8,0,0,0,0,3,0,0,0,0,5,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1449489,EB215,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,1450277,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,1451875,EB215,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,0,5,143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,1451876,EB215,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,13,2,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,1450276,EB215,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,152,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
470,1451877,EB215,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,158,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
473,1451878,EB215,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13,0,0,0,0,2,144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475,1451879,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,150,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0
477,1451880,EB215,0,1,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,1,2,3,4,0,0,0,1,0,3,0,0,4,0,0,0,0,2,250,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
478,1451881,EB215,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,166,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
480,1451882,EB215,0,0,0,0,0,71,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,4,0,0,0,0,4,147,0,0,0,6,4,0,0,0,0,0,0,8,0,0,0,0
481,1451883,EB215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,8,0,1,1,6,4,0,0,0,0,0,141,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0
482,1452645,EB215,0,0,0,0,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,16,0,0,0,0,1,174,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0
483,1452639,EB215,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,7,7,0,0,0,0,5,135,0,0,0,1,1,0,0,0,0,0,0,5,0,4,0,0
488,1452646,EB215,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
489,1453207,EB215,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,3,4,7,0,0,0,0,2,156,0,0,0,2,1,0,1,0,0,0,0,4,0,0,0,0
491,1453946,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,1453208,EB215,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,21,0,0,0,0,5,172,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
496,1453209,EB215,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,1454465,EB215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
500,1454478,EB215,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2,151,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0
503,1455742,EB215,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,174,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
504,1454490,EB215,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,129,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
506,1454491,EB215,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,4,108,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
507,1454492,EB215,0,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,1454493,EB215,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,3,227,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
